Categoria,Edad,Genero,Ingresos,Nivel_Estudios,Frec_Trans_Mes,Ocupacion,Has_Credit,Depositos,Zona,Recencia,R,F,M,R_score,F_score,M_score,Cluster
Intermedia,21,Femenino,2662719,Secundaria,6,Empleado,No,1472014,Urbano,14,14,6,1472014,4,2,2,0
Intermedia,37,Femenino,1011311,Universitario,2,Empleado,Si,1457188,Rural,21,21,2,1457188,3,1,2,0
Basica,53,Femenino,4738825,Primaria,0,Empleado,No,4397129,Rural,1,1,0,4397129,5,1,3,0
Basica,46,Femenino,1636453,Secundaria,10,Independiente,Si,2384282,Rural,5,5,10,2384282,5,3,2,3
Plena,40,Femenino,3442257,Universitario,9,Pensionado,No,3012817,Urbano,40,40,9,3012817,2,3,3,0
Basica,33,Masculino,2680266,Secundaria,20,Independiente,No,3916098,Urbano,2,2,20,3916098,5,5,3,3
Basica,57,Masculino,2197882,Primaria,11,Ama de casa,No,5696424,Rural,27,27,11,5696424,2,4,4,2
Basica,45,Femenino,3532039,Sin educacion,20,Independiente,Si,7839585,Rural,8,8,20,7839585,4,5,5,2
Plena,38,Femenino,4354816,Tecnico,12,Independiente,No,6417887,Urbano,14,14,12,6417887,4,4,4,2
Intermedia,47,Masculino,4106365,Tecnico,2,Ama de casa,Si,12109236,Urbano,10,10,2,12109236,4,1,5,1
Intermedia,37,Femenino,1031973,Primaria,11,Independiente,No,1570590,Urbano,13,13,11,1570590,4,4,2,3
Basica,27,Masculino,2820913,Sin educacion,6,Empleado,No,684181,Rural,38,38,6,684181,2,2,1,0
Basica,39,Masculino,1504985,Sin educacion,9,Ama de casa,Si,4568537,Urbano,10,10,9,4568537,4,3,4,0
Plena,36,Femenino,4717621,Primaria,6,Ama de casa,No,8536457,Rural,25,25,6,8536457,3,2,5,1
Plena,45,Masculino,4022752,Tecnico,7,Ama de casa,No,8560662,Urbano,19,19,7,8560662,3,2,5,1
Intermedia,28,Femenino,145889,Tecnico,10,Empleado,Si,117038,Rural,32,32,10,117038,2,3,1,0
Plena,56,Femenino,3358551,Primaria,13,Ama de casa,No,6390579,Rural,82,82,13,6390579,1,4,4,2
Intermedia,61,Masculino,3289420,Secundaria,7,Empleado,No,4934527,Urbano,39,39,7,4934527,2,2,4,1
Plena,46,Femenino,4284626,Tecnico,19,Independiente,No,7915378,Rural,7,7,19,7915378,4,5,5,2
Intermedia,58,Masculino,2540606,Tecnico,10,Independiente,No,8406103,Rural,1,1,10,8406103,5,3,5,1
Intermedia,57,Masculino,3404640,Tecnico,17,Empleado,Si,202590,Rural,9,9,17,202590,4,5,1,3
Plena,24,Masculino,4801479,Secundaria,8,Independiente,No,7877197,Urbano,27,27,8,7877197,2,2,5,1
Intermedia,55,Femenino,922049,Primaria,8,Independiente,No,415427,Urbano,1,1,8,415427,5,2,1,0
Basica,52,Femenino,453289,Primaria,4,Independiente,Si,1469107,Urbano,20,20,4,1469107,3,1,2,0
Intermedia,20,Femenino,2086744,Primaria,7,Empleado,No,200006,Urbano,27,27,7,200006,2,2,1,0
Plena,47,Femenino,196067,Tecnico,14,Pensionado,No,704967,Urbano,12,12,14,704967,4,5,1,3
Intermedia,64,Femenino,3915896,Sin educacion,6,Empleado,No,12892139,Rural,44,44,6,12892139,2,2,5,1
Intermedia,34,Masculino,3416236,Tecnico,14,Ama de casa,No,5534719,Urbano,3,3,14,5534719,5,5,4,2
Plena,41,Femenino,1816839,Universitario,11,Pensionado,Si,2500906,Urbano,2,2,11,2500906,5,4,2,3
Intermedia,45,Femenino,3272305,Tecnico,9,Pensionado,No,10082723,Urbano,39,39,9,10082723,2,3,5,1
Plena,21,Masculino,7358155,Secundaria,0,Pensionado,Si,5922812,Urbano,20,20,0,5922812,3,1,4,1
Intermedia,34,Masculino,1475724,Secundaria,12,Pensionado,No,2019636,Rural,34,34,12,2019636,2,4,2,3
Plena,51,Femenino,971615,Secundaria,9,Estudiante,Si,192081,Urbano,17,17,9,192081,3,3,1,3
Plena,75,Femenino,1979988,Tecnico,8,Independiente,No,1055911,Urbano,8,8,8,1055911,4,2,1,0
Intermedia,43,Femenino,3688311,Primaria,13,Empleado,No,4404678,Rural,51,51,13,4404678,1,4,3,2
Intermedia,52,Masculino,1895415,Tecnico,15,Independiente,No,2581295,Urbano,48,48,15,2581295,2,5,2,3
Plena,68,Femenino,2526902,Primaria,8,Pensionado,Si,1209483,Urbano,35,35,8,1209483,2,2,1,0
Plena,57,Masculino,4149539,Secundaria,3,Pensionado,Si,13945531,Urbano,9,9,3,13945531,4,1,5,1
Intermedia,34,Masculino,1406333,Tecnico,0,Empleado,Si,1645811,Urbano,26,26,0,1645811,3,1,2,0
Intermedia,54,Femenino,5596391,Secundaria,5,Empleado,Si,2924441,Rural,13,13,5,2924441,4,1,3,0
Intermedia,77,Femenino,446608,Tecnico,11,Estudiante,No,1438396,Urbano,2,2,11,1438396,5,4,2,3
Basica,67,Femenino,4831050,Primaria,8,Estudiante,Si,13641713,Rural,74,74,8,13641713,1,2,5,1
Basica,50,Masculino,2324371,Primaria,9,Independiente,Si,6050900,Rural,4,4,9,6050900,5,3,4,2
Basica,61,Femenino,3731889,Secundaria,10,Independiente,No,10517168,Urbano,90,90,10,10517168,1,3,5,1
Intermedia,39,Femenino,1728987,Secundaria,5,Estudiante,No,2731749,Urbano,17,17,5,2731749,3,1,2,0
